Year;Node;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0
2200;29;0.011816677710469457;0.57869695528188836;14.655512968919197;103.70780322584065;0.017150607012058838;0.042663071380211193;0.088293051117758536;0.10750635024844409;0.21768618677197113;0.0072112388799960474;0.57874663580174135;14.722526186441636;103.64471158416549;0.017071073426372766;0.040706343440710668;0.086865091526970362;0.10782284873014274;0.21643912118644704;0.0061988474677218625;0.57994705124356316;14.716572600049256;101.78686000036524;0.017710037731875853;0.080289265336652704;0.076884677838951671;0.11400296931914254;0.2122280002416779
2200;30;0.00067938479239277184;0.57545874701422839;15.352670241179537;109.06630502943813;0.013272906033128312;0.01711692029644496;0.083893715141973024;0.11247039430542601;0.2186329494259639;0.0007178433310304548;0.5754610348388598;15.351569763347564;109.06228211505423;0.013254238882713116;0.016008057792937791;0.08389100973244655;0.11248065975359969;0.21864140260782897;3.5528758218612871e-05;0.57554794241011198;15.354143132237889;108.91927339196268;0.013003289420555317;0.03020137127478506;0.083111899629597003;0.11294574987915051;0.21828221922941268
2300;31;0.021561139523074837;0.51711427746596783;64.270215024717459;289.50825439166675;0.0030851852646249533;2.6335663774247564;0.0;0.11800922896325396;0.13178809816175591;0.021848897656782329;0.51719004623048237;64.078182056266357;289.11260008754675;0.0031136710398105439;2.5808461752973244;0.0;0.11820821046757575;0.13202623381187592;0.0028348798342544613;0.51756992696055548;65.420350634046159;287.4379041379803;0.0030773894403816429;2.5333763060700676;0.0;0.1149996603935194;0.12818993803734272
2300;32;0.010657376496552691;0.51584545111119828;66.879927425460451;296.1337111291906;0.0026494863530366702;1.514871328132017;0.0;0.1159261867113023;0.12929694256203869;0.010862257778979903;0.51588718467762174;66.766212593796112;295.90976120530598;0.0026610289077682761;1.4915874199601831;0.0;0.11603986102125043;0.12943280419572981;0.0044178076220155989;0.51591449236067843;67.256263671618598;295.83608800908087;0.0026231608568289253;1.4419822824962125;0.0;0.11513352376431729;0.12834983647984385
2300;33;0.014167726499768994;0.51607888389029655;66.29589962228313;294.88988862551128;0.0025417406848644479;1.8342279500913605;0.0;0.11647583808128904;0.12995396690246458;0.014329157767044399;0.51612092217451022;66.17787134813301;294.66475895876067;0.0025442950977138277;1.8029519909987357;0.0;0.11659887431415107;0.13010106905882365;0.0021031672010479868;0.51613517957215282;67.281604520570085;294.73593205991608;0.0025018690284184233;1.5559013229534457;0.0;0.11464478973082923;0.12776611454009987
2300;34;0.0076235805689201476;0.5153697587522017;68.056837946214685;298.68250380431363;0.0023134352746784293;0.950274194507017;0.0;0.11486433157954684;0.12802830297596599;0.0080064779590537892;0.51539204696985186;67.974824087518925;298.55916214691439;0.0023094576762796477;0.94083554004811276;0.0;0.11495879445694247;0.12814112680115494;0.002426908055332749;0.51532798981057626;68.502442380004467;298.95099031715625;0.0022908192452271224;0.79051054335081972;0.0;0.11419598345117229;0.12723024077770589
2300;35;0.015214850589536524;0.51634188401909131;65.580680237623056;293.48710055557831;0.0025127253745074992;2.3001539459528431;0.0;0.11721229284158018;0.13083464170073009;0.01525904499737161;0.51628625062484379;65.696683756456864;293.77870009058915;0.0025033584734081055;2.3045507378697039;0.0;0.11711823254424798;0.13072213895213758;0.011277971180876641;0.51630825418597626;65.961499543949941;293.70386000243366;0.0024819679537044334;2.2314609587979817;0.0;0.11659991248322561;0.13010231034241623
2300;36;0.0085358435507418371;0.51551498748106817;67.652850391049085;297.89635472069284;0.0022462338657704851;1.2408427041094683;0.0;0.11526023097234277;0.12850119948693806;0.0086082254803977933;0.51548309204312504;67.711903270345474;298.06503194379252;0.0022455083034699551;1.2347953833995007;0.0;0.11522361296444701;0.12845745477502771;0.002244175534837493;0.51559267197080805;68.146147516066179;297.5674628088222;0.002230822732122295;1.1985460038999918;0.0;0.11426422145363463;0.1273117068966825
2300;37;0.011396931918539601;0.51570059400721946;67.164943841882632;296.89814428700288;0.0021883122271030091;1.6116770937784963;0.0;0.11572507505014196;0.129056601148971;0.01171448245347808;0.51563860286231689;67.259745579840384;297.22239314493658;0.002186633178014325;1.5350230103933882;0.0;0.11568680733141201;0.12901087221422861;0.0037106450109021254;0.51569125795479809;67.870212555607182;297.03563423966079;0.0021631561762494827;1.4082881358902455;0.0;0.11453332570906752;0.1276330123862458
2300;38;0.005482746026607632;0.51507300325067384;68.669297910029243;300.26789138381042;0.0020186521870016552;0.70096089851148236;0.0;0.11442862103025683;0.1275079903727302;0.0055351181062934995;0.51504266737182058;68.715919568221764;300.42840215658788;0.0020248172372502953;0.65575572384091174;0.0;0.11441150216592304;0.12748755048778262;0.0048563754724574738;0.5150225167850041;68.790586853428422;300.54064010763977;0.0020155204045926764;0.59082023619367874;0.0;0.11432700427839861;0.12738666348022834
2300;39;0.015678528384021555;0.51633751947526429;65.502739440595533;293.49857110280766;0.0025695549312828077;2.2100090965849972;0.0;0.11736166777056427;0.13101331822541606;0.015963926380199684;0.51632420066731866;65.510936305752367;293.56579776108316;0.0025706153845007191;2.1798123380378343;0.0;0.11737431186343909;0.13102844336561817;0.016647805584872669;0.51616826380243352;65.713032325960597;294.36806413523215;0.0025475262270125369;1.9948503509581883;0.0;0.11733159303396039;0.13097734264747726
2300;40;0.0086509412518578528;0.51551072981103341;67.619549838175132;297.91357184168481;0.0022942160353214215;1.1957755416872828;0.0;0.11532600089495733;0.12857977229724327;0.0088110312058213135;0.51550306869254892;67.623341207388975;297.95274551537301;0.0022966055612428983;1.1778302558198561;0.0;0.11533502000281058;0.12859054733595296;0.0017489635567764735;0.51549906971587411;68.239130969748473;298.05174549138076;0.0022836320032828344;1.0709310695048657;0.0;0.11429534093865391;0.1273488601572744
2300;41;0.012007824355955361;0.51569907413684146;67.090595032377976;296.89618841676617;0.002221327890293159;1.5446272044570719;0.0;0.11585726622999498;0.12921457470108202;0.011505150828010019;0.51570370194372461;67.122974494174159;296.87709331097739;0.0022235742517249832;1.5469196526254336;0.0;0.11579159216509578;0.12913609001449153;0.0038710747156738222;0.51554931333039056;67.954131626058157;297.76169746411847;0.0021838132370883639;1.2147251691786209;0.0;0.11467660690056131;0.127804110005863
2300;42;0.0057084824751345168;0.51507058616786572;68.639367775914906;300.27638606584907;0.0020466808416072738;0.67541448490402445;0.0;0.11448371951862302;0.12757377936022868;0.0055264201714528621;0.51507303628523771;68.651167993776028;300.26541107994825;0.0020492335602242807;0.67637207397126531;0.0;0.11445897629393653;0.12754423503814269;0.0045072531890818848;0.51497209091476259;68.854257664236798;300.80598844030254;0.0020479342653600338;0.5016206496321729;0.0;0.11432195027087157;0.12738062937559669
2300;43;0.016056378475464882;0.51646352855974753;64.494289779660633;292.74060753128191;0.0023349384376228394;2.8260998937184922;0.0;0.11894565540798829;0.13290904339849;0.015638554343723257;0.51648228800747575;64.479648549013902;292.64578193663874;0.0023401616628731217;2.9889331265820829;0.0;0.11893370089398352;0.13289472921684234;0.0040272802262986789;0.516257397252744;66.169962977571984;293.98384583658549;0.0022569765348480369;2.5024340601945028;0.0;0.11633391853726256;0.12978430197491791
2300;44;0.0077760255705565887;0.5154435093792058;67.341445872837227;298.2173198382248;0.0020103248799584663;1.5399489860200788;0.0;0.11594234375166611;0.12931625259240973;0.0077715840977780988;0.51545311042036024;67.318804933053272;298.16586286203938;0.0020133297997062191;1.6322202481177328;0.0;0.11596202640690964;0.12933977651508799;0.0052758625351072294;0.51527107921234483;67.976333040713385;299.17232824497887;0.0020009100519605958;1.2688281349667818;0.0;0.11520096826912932;0.12843040341159825
2300;45;0.011245365499732441;0.51575053237515001;66.347471080611086;296.54096407873601;0.0019635441706954515;2.287040976955268;0.0;0.11705769903775551;0.13064974010615493;0.011870342093762058;0.51577047293253819;66.252430345979718;296.42839021886715;0.0019708512563136266;2.3323357486347618;0.0;0.11718567666024818;0.130802806200433;0.0061923342048614896;0.51572234846943465;66.949387095764706;296.76088179986289;0.0019503549407612027;2.1648420133629998;0.0;0.11605579195070431;0.12945184535429025
2300;46;0.0042728397171601946;0.51499292179321843;68.558449053654314;300.66193952217282;0.0017555638870339497;0.97265728576019228;0.0;0.1147764542591671;0.12792335084941281;0.0045680046679376597;0.51500140429966101;68.515406837134094;300.61316586076862;0.0017582941758319901;1.0000280508165815;0.0;0.11483190296571155;0.12798957270887859;0.0027172171458035954;0.51497840418005958;68.774924987036783;300.76365814905773;0.0017623456878144734;0.88052303864998294;0.0;0.11444199459767744;0.1275239585373118
2300;47;0.016553581198677256;0.51637887334951726;65.298328037415914;293.26647307447217;0.0026575628595850082;2.2253577362747023;0.0;0.1176460924949283;0.13135358210509154;0.016274485423241301;0.51640142840815106;65.282337970671122;293.15248183787628;0.0026633279274024756;2.2456077908870498;0.0;0.117628544364878;0.13133258712680723;0.016365917221567664;0.51762020635419226;61.89907851359073;286.72947598959655;0.0030272363054206172;3.7837879129241969;0.0;0.1214787663444466;0.13594451860766227
2300;48;0.0091187385227885342;0.51553246083169713;67.508153823100741;297.78953756091255;0.0023630782998399478;1.2140654680166563;0.0;0.11547346199150811;0.12875595033877713;0.0089191774051844384;0.51554604088135858;67.502890002856148;297.72033060954232;0.0023658557951386425;1.2272128067777999;0.0;0.11545496964284761;0.12873385584062377;0.0053896633369923839;0.51631665596647403;65.760526871233125;293.63591975812534;0.0024703520644362912;2.3393782678354569;0.0;0.11694137347816377;0.1305106209451424
2300;49;0.012273148360420623;0.51573611658419549;66.962653566406331;296.69338688880561;0.0022697507840376127;1.579650121904308;0.0;0.11600458617604839;0.12939064324839408;0.011778020117236478;0.5157538597339727;66.970511891552576;296.60523519229412;0.0022742750889518004;1.6053317349033591;0.0;0.11595473717724292;0.1293310646851358;0.013030010802323801;0.51625290309775718;65.199368812210864;293.87922143076582;0.002301625245526235;2.3661920231162981;0.0;0.11808653591972425;0.13188061353529559
2300;50;0.0057113241610802987;0.51508721183398387;68.590652234276561;300.18549588097193;0.0020836336898559719;0.70191722405468226;0.0;0.11453207546643857;0.12763151949197044;0.0056867802857598878;0.51509601003484418;68.580894231079682;300.13945287514804;0.0020868707922852593;0.71552094618567708;0.0;0.11453075493010249;0.12762994266242414;0.00080438818711833727;0.51549667346632033;68.08748555553889;298.04451547202569;0.0020195298412320826;1.2511815515750868;0.0;0.11455643431044941;0.12766060620379621
2300;51;0.016875461285137675;0.51657153768764308;64.049407164158325;292.14706108114325;0.0023695374170613057;2.9302163313673191;0.0;0.1195505640759484;0.1336334905704776;0.017394410845523914;0.51660339735929506;63.935817558989712;291.97451020853077;0.0023796049570743685;3.0398069698584607;0.0;0.11969745015296958;0.13380944396596461;0.017186275746564048;0.51695314888332555;62.960981065741834;290.12257782195508;0.0024183867378664548;3.5925273570526883;0.0;0.12081985680254732;0.13515448465331895
2300;52;0.0081674796243245678;0.51549922389911518;67.098858366278009;297.904430508725;0.0020192828066721933;1.635537153936184;0.0;0.11625041470857153;0.1296844801568475;0.0085400657120838757;0.51551643686261139;67.028975538764968;297.80846915748469;0.0020230449315664927;1.7046762201488264;0.0;0.1163372203150695;0.12978824908091208;0.0029153507916825938;0.51581029394148381;66.836663748664506;296.30451125815233;0.0020024147999465232;2.1306367688410432;0.0;0.11607337572643739;0.12947286226983215
2300;53;0.011654377092104845;0.51582754234160888;66.025191932921928;296.11223230525013;0.0019682504627955774;2.5152846543974761;0.0;0.11747384545792318;0.13114751178942982;0.012219498695666707;0.51581575541595337;66.013946275873408;296.16987964452346;0.0019708437674477064;2.4292712056279697;0.0;0.11751831391664058;0.13120071017800899;0.0052685198498552549;0.51615718358819018;65.732206353833277;294.42578944710527;0.0019674601124450661;3.0111328576950314;0.0;0.11731995528699686;0.13096342168676195
2300;54;0.0045898919866872332;0.51502339654925344;68.408318972835701;300.48731286528363;0.001744281533628577;1.115062864731442;0.0;0.11496837708054349;0.12815257239835995;0.0047008525926611226;0.51501842635962969;68.412448441169033;300.51318031176083;0.0017472262763420007;1.0736641234302624;0.0;0.11497144309470626;0.12815623449611097;0.0080736783177619217;0.51512708991166112;67.8382258740521;299.88597535391267;0.0017178063290532839;1.4385005537832285;0.0;0.11572973006593343;0.12906216384799549
2300;55;0.01734217848570091;0.51700808594370007;62.594510306275843;289.80373621369267;0.002528402982824425;3.6192249311895353;0.0;0.12141485590633427;0.13586787608148682;0.017608551712079392;0.5170934725805949;62.336967155003727;289.35093515991741;0.0025490323019933883;3.7328827413915633;0.0;0.12173746770412319;0.1362547880092268;0.010114246894123458;0.51731634232438328;62.336790153512503;288.26372935313702;0.002558107743295646;3.9994116076705666;0.0;0.12126358998704614;0.13568648709608899
2300;56;0.0083780194030748361;0.51573582033106624;66.258305443821612;296.60321858691026;0.0020796298441114578;2.1696197264859052;0.0;0.11724656113718177;0.13087563064111574;0.0088428647202016594;0.51578282876283799;66.082193475263722;296.34406135784201;0.0020843969681856186;2.2604247278010803;0.0;0.11746405799505605;0.13113580307568287;0.0034059795140269581;0.51594901208009436;66.154207886341609;295.52057309473952;0.0020746944374420099;2.4631197893469903;0.0;0.11699341488884589;0.1305728584436443
2300;57;0.01284707353607859;0.5161315476265963;64.856431327054423;294.43799933017016;0.0020428692909505329;3.3057239931295612;0.0;0.11896812184736145;0.13293594470962067;0.012593017657994048;0.51619767190610533;64.667782765596655;294.08356121632403;0.0020546030739882508;3.3249709211588652;0.0;0.1191790540317073;0.13318853300512931;0.008218385829733027;0.51600893452976004;65.456177623361754;295.12931146796677;0.0020062047788017966;2.7649833718271566;0.0;0.11812494580896062;0.13192658136108981
2300;58;0.0048777827144873597;0.51515701570058758;67.871882326223698;299.73814197040537;0.0017531245379362552;1.6579494855363919;0.0;0.11561109700672255;0.1289204035938902;0.0048675625725217598;0.5151877850447133;67.768451908693933;299.56842833123596;0.0017534238384524323;1.699576509500389;0.0;0.11572608328397667;0.1290578059773011;0.0040156054051699733;0.51509269756339893;68.076512447901777;300.09168308094695;0.0017450834550176186;1.3417733220450145;0.0;0.11539173211863207;0.12865830215045052
2300;59;0.146591108049414;0.51994835796466699;52.529884712074292;274.3745449377376;0.0027570045396203293;0.30524663142728059;0.0;0.13758318800647465;0.15534785838873388;0.16212854515011996;0.52033775331329135;51.503636425991594;272.42674782263038;0.0028436889096541467;0.25140855157133046;0.0;0.13939279486093986;0.15753897991290983;0.0017823252353631016;0.52395830897276396;61.230462668063545;257.72331790567671;0.0026235537004280934;0.44827006388246105;0.0;0.10999229032277409;0.12221859136012019
2300;60;0.0032724595295111109;0.51832915672015456;65.778511287777349;283.82503199122567;0.0017704360574740934;0.17765396006836909;0.0;0.11286036653485751;0.12563643016260903;0.0035506879812580404;0.5184203742747493;65.719241378196699;283.38151893850034;0.0017542803598667223;0.14523552884071478;0.0;0.11278287194905268;0.12554399694063556;9.0734925425014806e-05;0.51855042178550625;65.886868389074607;282.78208162760239;0.0016374687100197984;0.19799435538914167;0.0;0.11223861236081774;0.12489495137709666
2300;61;0.0027304416492783868;0.51859409399837642;65.673180908809073;282.54734795709794;0.0018293206439973914;0.19765847963668648;0.0;0.11252040256884674;0.12523096583305826;0.0026828482160125042;0.51859495388707233;65.672565049362149;282.54317713378163;0.0018267150784630271;0.19727161828484441;0.0;0.1125197743725907;0.12523021668595313;0.0023969198455696104;0.51880025835595156;65.520024058182798;281.54860814237679;0.0018072896461064406;0.19096231537787389;0.0;0.1123797504847216;0.1250632406897996
2300;62;1.1345114674660637e-07;0.51464402508781215;69.574447511692753;302.57735293841876;0.0012836926277775159;-0.010087200773511995;0.0;0.11378574309111947;0.12674054934664788;2.9279538648764763e-07;0.51464399150926654;69.574626401804849;302.57754811116797;0.0012816931424664689;-0.010066975652023302;0.0;0.11378551582242462;0.1267402780986619;0.0019806012666150614;0.51466823973187459;69.445572465771633;302.43664303831969;0.0012506522762130705;-0.0097229197095316522;0.0;0.11394973819473385;0.12693628984638994
